app	container_of_app	sessionid	subcategory_of_app	risk_of_app	proto	src_ip	dst_ip
incomplete		484283	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484672	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483211	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484203	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484290	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483806	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484329	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484528	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484237	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484193	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484508	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483857	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485142	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484172	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484258	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485289	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484252	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484475	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484615	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484613	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484307	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484321	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483938	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484504	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484646	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484313	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		474465	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484524	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		474477	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484512	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		474532	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485201	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484184	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485153	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484622	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484460	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484586	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484255	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483258	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483216	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484700	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485249	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484278	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484718	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483278	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483924	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485256	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483725	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484320	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484231	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483398	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484188	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		486251	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483761	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484726	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484308	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484593	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484678	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484574	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485179	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484555	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484729	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484640	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484723	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483870	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484164	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484202	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483223	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483749	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485197	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483798	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484521	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483266	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484600	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484280	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484457	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484206	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483815	unknown	1	tcp	10.200.1.252	10.50.1.52
